blockindex	stim	cresp	acc	rt	resp	category	width	angle	ignore	gl	ignore2	stimindex	sub	resp1	resp6	cresp6	cresp1
25	tree25.jpg	6	1	0.65375	6	1	52.1325	82.25	-1	1	0	20	104	0	1	1	0
27	tree37.jpg	1	1	0.65455	1	1	54.1167	80.05	-1	1	0	17	104	1	0	0	1
28	tree39.jpg	6	0	0.570457	1	2	49.5207	32.2	-1	-1	0	22	104	1	0	1	0
29	tree37.jpg	1	1	0.645281	1	1	45.9811	82.59	-1	1	0	18	104	1	0	0	1
30	tree37.jpg	1	1	0.544112	1	1	32.5971	59.49	-1	1	0	19	104	1	0	0	1
31	tree25.jpg	6	1	0.51434	6	1	39.0901	63.68	-1	1	0	21	104	0	1	1	0
32	tree39.jpg	6	0	0.669969	1	2	46.7257	34.47	-1	-1	0	23	104	1	0	1	0
34	tree25.jpg	6	1	0.493434	6	1	16.5371	46.46	-1	1	0	22	104	0	1	1	0
35	tree25.jpg	6	1	0.529258	6	1	24.1506	51.25	-1	1	0	23	104	0	1	1	0
36	tree25.jpg	6	1	0.473299	6	1	41.2181	61.42	-1	1	0	24	104	0	1	1	0
37	tree14.jpg	1	1	0.686901	1	1	52.7219	77.17	-1	1	0	23	104	1	0	0	1
38	tree14.jpg	1	1	0.548659	1	1	47.1198	70.93	-1	1	0	24	104	1	0	0	1
39	tree37.jpg	1	0	0.626252	6	2	56.837	49.99	-1	-1	0	20	104	0	1	0	1
40	tree25.jpg	6	1	0.492146	6	1	40.189	61.67	-1	1	0	25	104	0	1	1	0
41	tree37.jpg	1	1	0.551126	1	1	24.2069	51.29	-1	1	0	21	104	1	0	0	1
43	tree21.jpg	6	1	0.534853	6	1	37.4821	56.49	-1	1	0	20	104	0	1	1	0
44	tree21.jpg	6	1	0.445114	6	1	35.8341	63.86	-1	1	0	21	104	0	1	1	0
45	tree37.jpg	1	1	0.713558	1	1	21.9928	42.95	-1	1	0	22	104	1	0	0	1
49	tree7.jpg	1	1	0.546307	1	1	43.3436	68.31	-1	1	0	20	104	1	0	0	1
50	tree7.jpg	1	1	0.492919	1	1	40.6017	64.45	-1	1	0	21	104	1	0	0	1
51	tree7.jpg	1	1	0.502106	1	1	28.0956	59.2	-1	1	0	22	104	1	0	0	1
52	tree37.jpg	1	1	0.853426	1	1	30.3067	60.56	-1	1	0	23	104	1	0	0	1
53	tree7.jpg	1	1	0.675633	1	1	16.8704	41.74	-1	1	0	23	104	1	0	0	1
54	tree25.jpg	6	1	0.598804	6	1	34.0411	58.67	-1	1	0	26	104	0	1	1	0
55	tree37.jpg	1	1	0.54074	1	1	40.2853	69.24	-1	1	0	24	104	1	0	0	1
56	tree21.jpg	6	1	0.704988	6	1	33.2891	55.22	-1	1	0	22	104	0	1	1	0
57	tree21.jpg	6	1	0.542808	6	1	20.7811	46.42	-1	1	0	23	104	0	1	1	0
59	tree14.jpg	1	1	0.617446	1	1	62.7148	88.5	-1	1	0	25	104	1	0	0	1
61	tree7.jpg	1	1	0.602243	1	1	16.9576	40.69	-1	1	0	24	104	1	0	0	1
62	tree21.jpg	6	1	0.543673	6	1	18.265	43.64	-1	1	0	24	104	0	1	1	0
63	tree7.jpg	1	1	0.488311	1	1	20.816	57.63	-1	1	0	25	104	1	0	0	1
64	tree39.jpg	6	0	0.622241	1	2	94.1582	78.04	-1	-1	0	24	104	1	0	1	0
65	tree14.jpg	1	1	0.600353	1	1	42.3615	66.11	-1	1	0	26	104	1	0	0	1
66	tree39.jpg	6	1	0.634979	6	1	81.9936	110	-1	1	0	25	104	0	1	1	0
67	tree39.jpg	6	1	0.492921	6	1	20.8836	56.16	-1	1	0	26	104	0	1	1	0
68	tree39.jpg	6	1	0.518861	6	1	70.5276	98.45	-1	1	0	27	104	0	1	1	0
70	tree21.jpg	6	1	0.640788	6	1	24.6804	44.17	-1	1	0	25	104	0	1	1	0
71	tree21.jpg	6	1	0.574024	6	1	46.6102	74.17	-1	1	0	26	104	0	1	1	0
72	tree25.jpg	6	1	0.670333	6	1	70.9327	95.72	-1	1	0	27	104	0	1	1	0
74	tree37.jpg	1	1	0.653971	1	1	61.29	85.47	-1	1	0	25	104	1	0	0	1
75	tree39.jpg	6	1	0.720693	6	1	34.0514	50.69	-1	1	0	28	104	0	1	1	0
77	tree21.jpg	6	1	0.583141	6	1	40.468	60.69	-1	1	0	27	104	0	1	1	0
80	tree25.jpg	6	1	0.518432	6	1	56.5985	75.13	-1	1	0	28	104	0	1	1	0
81	tree14.jpg	1	1	0.701303	1	1	33.6005	64.1	-1	1	0	27	104	1	0	0	1
82	tree37.jpg	1	1	0.658388	1	1	20.4873	43.89	-1	1	0	26	104	1	0	0	1
83	tree21.jpg	6	1	0.558971	6	1	38.1276	71.83	-1	1	0	28	104	0	1	1	0
85	tree37.jpg	1	1	0.716864	1	1	40.9094	67.25	-1	1	0	27	104	1	0	0	1
88	tree14.jpg	1	1	0.560061	1	1	50.6175	76.52	-1	1	0	28	104	1	0	0	1
89	tree25.jpg	6	1	0.537369	6	1	45.293	71.33	-1	1	0	29	104	0	1	1	0
90	tree37.jpg	1	1	0.746835	1	1	45.3366	73.66	-1	1	0	28	104	1	0	0	1
92	tree7.jpg	1	1	0.708675	1	1	13.6307	41.59	-1	1	0	26	104	1	0	0	1
93	tree7.jpg	1	1	0.558654	1	1	57.8605	82.75	-1	1	0	27	104	1	0	0	1
95	tree21.jpg	6	0	0.910426	1	2	40.2853	28.21	-1	-1	0	29	104	1	0	1	0
96	tree21.jpg	6	1	0.603322	6	1	43.2231	68.88	-1	1	0	30	104	0	1	1	0
97	tree7.jpg	1	1	0.662187	1	1	45.5946	65.42	-1	1	0	28	104	1	0	0	1
98	tree21.jpg	6	1	0.555808	6	1	43.6167	68.12	-1	1	0	31	104	0	1	1	0
100	tree14.jpg	1	1	0.541605	1	1	48.3867	81.05	-1	1	0	29	104	1	0	0	1
101	tree39.jpg	6	1	0.592765	6	1	42.6237	74.45	-1	1	0	29	104	0	1	1	0
102	tree14.jpg	1	1	0.615483	1	1	39.0081	73.16	-1	1	0	30	104	1	0	0	1
103	tree7.jpg	1	1	0.637349	1	1	63.7273	91.53	-1	1	0	29	104	1	0	0	1
106	tree37.jpg	1	1	0.743972	1	1	50.5198	74.7	-1	1	0	29	104	1	0	0	1
109	tree14.jpg	1	1	0.729362	1	1	33.135	60.43	-1	1	0	31	104	1	0	0	1
110	tree37.jpg	1	1	0.762184	1	1	40.2757	68.74	-1	1	0	30	104	1	0	0	1
111	tree7.jpg	1	1	0.553006	1	1	60.5319	85.84	-1	1	0	30	104	1	0	0	1
112	tree14.jpg	1	1	0.541894	1	1	61.3159	90.96	-1	1	0	32	104	1	0	0	1
113	tree39.jpg	6	1	0.501138	6	1	37.7828	69.64	-1	1	0	30	104	0	1	1	0
115	tree37.jpg	1	1	0.575322	1	1	55.7939	74.31	-1	1	0	31	104	1	0	0	1
116	tree21.jpg	6	1	0.688899	6	1	66.8742	102.03	-1	1	0	32	104	0	1	1	0
119	tree39.jpg	6	1	0.572683	6	1	37.5967	67.02	-1	1	0	31	104	0	1	1	0
121	tree21.jpg	6	1	0.630026	6	1	62.5888	85.52	-1	1	0	33	104	0	1	1	0
122	tree7.jpg	1	1	0.480149	1	1	49.4248	81.23	-1	1	0	31	104	1	0	0	1
123	tree25.jpg	6	1	0.549847	6	1	18.4037	44.05	-1	1	0	30	104	0	1	1	0
124	tree25.jpg	6	1	0.51551	6	1	25.2171	50.84	-1	1	0	31	104	0	1	1	0
125	tree7.jpg	1	1	0.745706	1	1	26.3877	59.29	-1	1	0	32	104	1	0	0	1
126	tree14.jpg	1	1	0.8262	1	1	51.0364	81.41	-1	1	0	33	104	1	0	0	1
127	tree25.jpg	6	1	0.624065	6	1	50.2294	78.74	-1	1	0	32	104	0	1	1	0
129	tree7.jpg	1	1	0.580879	1	1	32.329	56.69	-1	1	0	33	104	1	0	0	1
130	tree37.jpg	1	1	0.567129	1	1	53.9573	89.62	-1	1	0	32	104	1	0	0	1
131	tree37.jpg	1	1	0.499295	1	1	65.4487	94.06	-1	1	0	33	104	1	0	0	1
132	tree25.jpg	6	1	0.65447	6	1	47.1702	68.49	-1	1	0	33	104	0	1	1	0
133	tree39.jpg	6	0	0.546836	1	2	17.4043	10	-1	-1	0	32	104	1	0	1	0
134	tree39.jpg	6	0	0.525577	1	2	38.3772	29.5	-1	-1	0	33	104	1	0	1	0
135	tree7.jpg	1	1	0.807526	1	1	1	34.01	-1	1	0	34	104	1	0	0	1
1	tree9.jpg	6	1	0.419667	6	1	84.3378	108.85	-1	1	0	1	105	0	1	1	0
2	tree9.jpg	6	1	0.618478	6	1	39.0901	63.68	-1	1	0	2	105	0	1	1	0
3	tree27.jpg	1	1	0.788199	1	1	45.9136	67.38	-1	1	0	1	105	1	0	0	1
4	tree27.jpg	1	1	0.652817	1	1	42.6688	61.2	-1	1	0	2	105	1	0	0	1
5	tree11.jpg	1	0	0.769935	6	2	81.5384	67.84	-1	-1	0	1	105	0	1	0	1
7	tree27.jpg	1	0	0.717532	6	2	63.6154	55.37	-1	-1	0	3	105	0	1	0	1
8	tree39.jpg	6	0	0.63715	1	2	68.1479	61.14	-1	-1	0	1	105	1	0	1	0
9	tree27.jpg	1	0	0.954927	6	2	55.1388	40.86	-1	-1	0	4	105	0	1	0	1
10	tree9.jpg	6	0	0.73487	1	2	98.4084	83.65	-1	-1	0	3	105	1	0	1	0
15	tree12.jpg	1	1	0.768154	1	1	25.1622	47.63	-1	1	0	1	105	1	0	0	1
16	tree27.jpg	1	0	0.712288	6	2	51.0694	44.78	-1	-1	0	5	105	0	1	0	1
17	tree12.jpg	1	1	0.957171	1	1	43.2231	68.88	-1	1	0	2	105	1	0	0	1
18	tree9.jpg	6	1	0.757261	6	1	40.2853	69.24	-1	1	0	4	105	0	1	1	0
19	tree12.jpg	1	1	0.674984	1	1	43.8909	64.21	-1	1	0	3	105	1	0	0	1
20	tree12.jpg	1	1	0.734664	1	1	33.6005	64.1	-1	1	0	4	105	1	0	0	1
21	tree26.jpg	6	1	0.649733	6	1	37.5967	67.02	-1	1	0	1	105	0	1	1	0
22	tree11.jpg	1	0	0.851456	6	2	56.7145	45.13	-1	-1	0	2	105	0	1	0	1
23	tree11.jpg	1	1	0.636955	1	1	40.0563	71	-1	1	0	3	105	1	0	0	1
26	tree39.jpg	6	0	0.723885	1	2	41.8753	28.71	-1	-1	0	2	105	1	0	1	0
27	tree39.jpg	6	1	0.608523	6	1	24.6767	54.07	-1	1	0	3	105	0	1	1	0
28	tree26.jpg	6	0	0.840136	1	2	43.9139	39.63	-1	-1	0	2	105	1	0	1	0
29	tree26.jpg	6	1	0.44525	6	1	25.2976	55.43	-1	1	0	3	105	0	1	1	0
30	tree9.jpg	6	1	0.812088	6	1	24.2069	51.29	-1	1	0	5	105	0	1	1	0
31	tree26.jpg	6	1	0.938146	6	1	40.189	61.67	-1	1	0	4	105	0	1	1	0
32	tree39.jpg	6	0	0.854455	1	2	62.3103	51.61	-1	-1	0	4	105	1	0	1	0
33	tree27.jpg	1	0	0.81599	6	2	72.1961	63.58	-1	-1	0	6	105	0	1	0	1
34	tree39.jpg	6	1	1.20989	6	1	40.9094	67.25	-1	1	0	5	105	0	1	1	0
35	tree39.jpg	6	0	1.034047	1	2	78.9556	72.4	-1	-1	0	6	105	1	0	1	0
36	tree11.jpg	1	1	1.047725	1	1	38.2574	71.19	-1	1	0	4	105	1	0	0	1
38	tree12.jpg	1	1	0.960101	1	1	45.4312	68.75	-1	1	0	5	105	1	0	0	1
39	tree26.jpg	6	1	1.088791	6	1	40.1362	63.88	-1	1	0	5	105	0	1	1	0
40	tree9.jpg	6	0	1.041283	1	2	83.3739	75.44	-1	-1	0	6	105	1	0	1	0
41	tree39.jpg	6	1	1.353526	6	1	19.9132	45.69	-1	1	0	7	105	0	1	1	0
42	tree39.jpg	6	1	0.823796	6	1	43.8503	69.14	-1	1	0	8	105	0	1	1	0
44	tree27.jpg	1	1	1.086442	1	1	35.4022	67.14	-1	1	0	7	105	1	0	0	1
45	tree26.jpg	6	1	1.031248	6	1	13.0678	41.07	-1	1	0	6	105	0	1	1	0
48	tree11.jpg	1	1	0.942755	1	1	24.1494	53.87	-1	1	0	5	105	1	0	0	1
49	tree12.jpg	1	1	0.959168	1	1	62.5888	85.52	-1	1	0	6	105	1	0	0	1
50	tree11.jpg	1	1	1.228892	1	1	49.2665	74.96	-1	1	0	6	105	1	0	0	1
51	tree11.jpg	1	0	1.002596	6	2	88.4728	78.1	-1	-1	0	7	105	0	1	0	1
52	tree12.jpg	1	1	1.039647	1	1	37.4821	56.49	-1	1	0	7	105	1	0	0	1
53	tree9.jpg	6	1	1.381673	6	1	80.4022	104.94	-1	1	0	7	105	0	1	1	0
56	tree12.jpg	1	1	0.817646	1	1	43.3436	68.31	-1	1	0	8	105	1	0	0	1
57	tree12.jpg	1	1	0.830278	1	1	33.135	60.43	-1	1	0	9	105	1	0	0	1
58	tree39.jpg	6	1	1.198886	6	1	60.9712	82.73	-1	1	0	9	105	0	1	1	0
59	tree39.jpg	6	1	0.84978	6	1	31.8789	56.87	-1	1	0	10	105	0	1	1	0
60	tree11.jpg	1	1	0.894491	1	1	23.3101	50.51	-1	1	0	8	105	1	0	0	1
61	tree39.jpg	6	1	1.058919	6	1	27.6359	50.51	-1	1	0	11	105	0	1	1	0
65	tree11.jpg	1	1	0.710771	1	1	47.1198	70.93	-1	1	0	9	105	1	0	0	1
66	tree11.jpg	1	1	0.636514	1	1	52.0498	81.55	-1	1	0	10	105	1	0	0	1
67	tree12.jpg	1	1	0.772492	1	1	32.1429	65.8	-1	1	0	10	105	1	0	0	1
72	tree27.jpg	1	1	0.855123	1	1	81.9936	110	-1	1	0	8	105	1	0	0	1
73	tree11.jpg	1	1	0.64028	1	1	9.4907	36.93	-1	1	0	11	105	1	0	0	1
74	tree27.jpg	1	1	0.706288	1	1	14.8837	44.29	-1	1	0	9	105	1	0	0	1
75	tree12.jpg	1	1	0.729421	1	1	14.2627	34.97	-1	1	0	11	105	1	0	0	1
76	tree11.jpg	1	1	0.54933	1	1	30.3067	60.56	-1	1	0	12	105	1	0	0	1
77	tree27.jpg	1	1	0.562334	1	1	38.0152	71.67	-1	1	0	10	105	1	0	0	1
82	tree26.jpg	6	1	0.641744	6	1	42.2403	65.4	-1	1	0	7	105	0	1	1	0
83	tree26.jpg	6	0	0.567776	1	2	87.1318	73.58	-1	-1	0	8	105	1	0	1	0
84	tree27.jpg	1	1	0.761551	1	1	36.3044	66.27	-1	1	0	11	105	1	0	0	1
85	tree39.jpg	6	1	0.814087	6	1	29.8835	49.38	-1	1	0	12	105	0	1	1	0
86	tree12.jpg	1	1	0.735946	1	1	38.025	70.28	-1	1	0	12	105	1	0	0	1
87	tree12.jpg	1	1	0.738347	1	1	10.7928	44.2	-1	1	0	13	105	1	0	0	1
88	tree9.jpg	6	1	0.969075	6	1	54.0608	80.95	-1	1	0	8	105	0	1	1	0
90	tree26.jpg	6	1	0.892749	6	1	31.4482	59.41	-1	1	0	9	105	0	1	1	0
91	tree26.jpg	6	1	0.572352	6	1	33.0092	55.35	-1	1	0	10	105	0	1	1	0
92	tree9.jpg	6	1	0.943859	6	1	33.4798	59.57	-1	1	0	9	105	0	1	1	0
93	tree9.jpg	6	1	0.716906	6	1	24.7059	50.53	-1	1	0	10	105	0	1	1	0
95	tree11.jpg	1	1	1.023445	1	1	34.1932	65.29	-1	1	0	13	105	1	0	0	1
96	tree9.jpg	6	1	0.986205	6	1	25.6705	53.38	-1	1	0	11	105	0	1	1	0
97	tree12.jpg	1	1	0.71187	1	1	50.6175	76.52	-1	1	0	14	105	1	0	0	1
98	tree26.jpg	6	1	0.651971	6	1	50.9588	74.19	-1	1	0	11	105	0	1	1	0
99	tree26.jpg	6	1	0.62069	6	1	13.1511	46.17	-1	1	0	12	105	0	1	1	0
101	tree27.jpg	1	1	0.786243	1	1	53.9573	89.62	-1	1	0	12	105	1	0	0	1
102	tree11.jpg	1	1	0.513429	1	1	51.144	75.73	-1	1	0	14	105	1	0	0	1
106	tree9.jpg	6	1	0.574033	6	1	64.2469	95.05	-1	1	0	12	105	0	1	1	0
107	tree39.jpg	6	1	0.939236	6	1	32.5971	59.49	-1	1	0	13	105	0	1	1	0
108	tree39.jpg	6	1	0.590712	6	1	38.4109	71.32	-1	1	0	14	105	0	1	1	0
110	tree12.jpg	1	1	0.744918	1	1	20.816	57.63	-1	1	0	15	105	1	0	0	1
112	tree27.jpg	1	1	0.699837	1	1	39.7834	65.26	-1	1	0	13	105	1	0	0	1
113	tree27.jpg	1	1	0.531097	1	1	8.9953	42.36	-1	1	0	14	105	1	0	0	1
114	tree27.jpg	1	1	0.534873	1	1	11.713	41.01	-1	1	0	15	105	1	0	0	1
115	tree26.jpg	6	1	0.647622	6	1	41.8451	68.76	-1	1	0	13	105	0	1	1	0
116	tree26.jpg	6	1	0.591641	6	1	47.2844	74.84	-1	1	0	14	105	0	1	1	0
117	tree39.jpg	6	1	1.170904	6	1	32.3937	60.59	-1	1	0	15	105	0	1	1	0
119	tree9.jpg	6	1	0.832266	6	1	14.4394	51.86	-1	1	0	13	105	0	1	1	0
123	tree27.jpg	1	1	0.628184	1	1	17.9746	54.77	-1	1	0	16	105	1	0	0	1
124	tree27.jpg	1	1	0.527801	1	1	49.0602	70.93	-1	1	0	17	105	1	0	0	1
127	tree39.jpg	6	1	1.040209	6	1	38.41	62.15	-1	1	0	16	105	0	1	1	0
128	tree9.jpg	6	1	0.676465	6	1	18.4037	44.05	-1	1	0	14	105	0	1	1	0
129	tree11.jpg	1	1	0.746019	1	1	33.3184	64.14	-1	1	0	15	105	1	0	0	1
130	tree11.jpg	1	1	0.557203	1	1	58.0366	83.18	-1	1	0	16	105	1	0	0	1
131	tree39.jpg	6	1	0.759767	6	1	76.7801	96.95	-1	1	0	17	105	0	1	1	0
132	tree27.jpg	1	1	0.683754	1	1	38.0277	62.61	-1	1	0	18	105	1	0	0	1
133	tree27.jpg	1	1	0.558235	1	1	29.6956	52.04	-1	1	0	19	105	1	0	0	1
134	tree9.jpg	6	1	0.7809	6	1	19.3972	51.9	-1	1	0	15	105	0	1	1	0
135	tree9.jpg	6	1	0.543812	6	1	68.3436	100.41	-1	1	0	16	105	0	1	1	0
1	tree9.jpg	6	1	0.519927	6	1	12.7478	40.36	-1	1	0	17	105	0	1	1	0
2	tree12.jpg	1	0	0.783181	6	2	72.6641	69.91	-1	-1	0	16	105	0	1	0	1
3	tree27.jpg	1	1	0.736252	1	1	28.0514	51.25	-1	1	0	20	105	1	0	0	1
5	tree11.jpg	1	1	0.653265	1	1	50.2294	78.74	-1	1	0	17	105	1	0	0	1
7	tree26.jpg	6	1	0.747192	6	1	45.0605	70.26	-1	1	0	15	105	0	1	1	0
8	tree26.jpg	6	1	0.481976	6	1	39.5441	64.07	-1	1	0	16	105	0	1	1	0
9	tree12.jpg	1	1	0.878276	1	1	35.996	58.61	-1	1	0	17	105	1	0	0	1
10	tree12.jpg	1	1	0.609872	1	1	51.5527	75.4	-1	1	0	18	105	1	0	0	1
11	tree27.jpg	1	1	0.760191	1	1	38.9093	72.67	-1	1	0	21	105	1	0	0	1
12	tree39.jpg	6	0	0.814125	1	2	80.1293	73.45	-1	-1	0	18	105	1	0	1	0
13	tree9.jpg	6	1	0.755341	6	1	20.7811	46.42	-1	1	0	18	105	0	1	1	0
14	tree9.jpg	6	1	0.646227	6	1	46.9278	76.7	-1	1	0	19	105	0	1	1	0
15	tree9.jpg	6	1	0.641753	6	1	26.1226	50.33	-1	1	0	20	105	0	1	1	0
16	tree11.jpg	1	1	0.856095	1	1	29.1665	54.9	-1	1	0	18	105	1	0	0	1
17	tree9.jpg	6	1	0.662856	6	1	19.5854	49.02	-1	1	0	21	105	0	1	1	0
18	tree9.jpg	6	1	0.553862	6	1	31.5752	60.07	-1	1	0	22	105	0	1	1	0
20	tree39.jpg	6	0	0.675199	1	2	58.3946	49.06	-1	-1	0	19	105	1	0	1	0
23	tree11.jpg	1	1	0.829692	1	1	50.0121	71.21	-1	1	0	19	105	1	0	0	1
24	tree12.jpg	1	1	0.984889	1	1	48.2305	72.34	-1	1	0	19	105	1	0	0	1
25	tree11.jpg	1	1	0.776597	1	1	33.9159	54.07	-1	1	0	20	105	1	0	0	1
27	tree26.jpg	6	1	0.840797	6	1	28.0956	59.2	-1	1	0	17	105	0	1	1	0
28	tree27.jpg	1	1	0.898061	1	1	34.8669	64.96	-1	1	0	22	105	1	0	0	1
29	tree26.jpg	6	1	0.633726	6	1	21.4584	47.84	-1	1	0	18	105	0	1	1	0
30	tree26.jpg	6	1	0.667278	6	1	64.036	89.29	-1	1	0	19	105	0	1	1	0
31	tree11.jpg	1	1	0.705937	1	1	42.2389	69.72	-1	1	0	21	105	1	0	0	1
32	tree27.jpg	1	1	0.688848	1	1	40.2992	73.19	-1	1	0	23	105	1	0	0	1
34	tree11.jpg	1	1	0.627364	1	1	6.6437	30.57	-1	1	0	22	105	1	0	0	1
35	tree11.jpg	1	1	0.645848	1	1	26.0576	59.13	-1	1	0	23	105	1	0	0	1
36	tree11.jpg	1	1	0.562039	1	1	34.0411	58.67	-1	1	0	24	105	1	0	0	1
37	tree9.jpg	6	1	0.613354	6	1	33.6888	63.56	-1	1	0	23	105	0	1	1	0
38	tree9.jpg	6	1	0.604922	6	1	5.2858	38.36	-1	1	0	24	105	0	1	1	0
39	tree26.jpg	6	1	0.746853	6	1	14.6073	48.15	-1	1	0	20	105	0	1	1	0
40	tree11.jpg	1	1	0.673626	1	1	70.9105	93.21	-1	1	0	25	105	1	0	0	1
41	tree26.jpg	6	1	0.646422	6	1	58.6759	81.13	-1	1	0	21	105	0	1	1	0
43	tree12.jpg	1	0	1.078035	6	2	78.0485	69.09	-1	-1	0	20	105	0	1	0	1
44	tree12.jpg	1	1	0.431122	1	1	49.3943	77.3	-1	1	0	21	105	1	0	0	1
45	tree26.jpg	6	1	0.681804	6	1	26.7437	60.18	-1	1	0	22	105	0	1	1	0
49	tree39.jpg	6	1	1.095	6	1	55.461	79.68	-1	1	0	20	105	0	1	1	0
50	tree39.jpg	6	1	0.634011	6	1	63.7273	91.53	-1	1	0	21	105	0	1	1	0
51	tree39.jpg	6	1	0.710744	6	1	16.5371	46.46	-1	1	0	22	105	0	1	1	0
52	tree26.jpg	6	1	0.621259	6	1	14.136	48.55	-1	1	0	23	105	0	1	1	0
53	tree39.jpg	6	1	0.513134	6	1	47.9293	82.78	-1	1	0	23	105	0	1	1	0
54	tree11.jpg	1	1	0.708688	1	1	36.5917	63.49	-1	1	0	26	105	1	0	0	1
55	tree26.jpg	6	1	0.613812	6	1	63.9133	87.58	-1	1	0	24	105	0	1	1	0
56	tree12.jpg	1	1	1.068139	1	1	18.265	43.64	-1	1	0	22	105	1	0	0	1
57	tree12.jpg	1	1	0.500993	1	1	70.5276	98.45	-1	1	0	23	105	1	0	0	1
59	tree9.jpg	6	1	0.51752	6	1	77.7847	100.34	-1	1	0	25	105	0	1	1	0
61	tree39.jpg	6	1	0.850546	6	1	47.5592	77.47	-1	1	0	24	105	0	1	1	0
62	tree12.jpg	1	1	0.472942	1	1	56.5985	75.13	-1	1	0	24	105	1	0	0	1
63	tree39.jpg	6	1	0.828185	6	1	31.4422	62.06	-1	1	0	25	105	0	1	1	0
64	tree27.jpg	1	1	0.748863	1	1	12.1348	39.6	-1	1	0	24	105	1	0	0	1
65	tree9.jpg	6	1	0.711796	6	1	44.2621	70.25	-1	1	0	26	105	0	1	1	0
66	tree27.jpg	1	1	0.65751	1	1	40.468	60.69	-1	1	0	25	105	1	0	0	1
67	tree27.jpg	1	1	0.576107	1	1	49.2636	72.74	-1	1	0	26	105	1	0	0	1
68	tree27.jpg	1	1	0.563021	1	1	40.4538	64.66	-1	1	0	27	105	1	0	0	1
70	tree12.jpg	1	1	0.875917	1	1	25.7836	49.41	-1	1	0	25	105	1	0	0	1
71	tree12.jpg	1	1	0.54019	1	1	32.4624	51.38	-1	1	0	26	105	1	0	0	1
72	tree11.jpg	1	1	0.819203	1	1	24.8065	51.6	-1	1	0	27	105	1	0	0	1
74	tree26.jpg	6	1	0.669319	6	1	61.4385	89.96	-1	1	0	25	105	0	1	1	0
75	tree27.jpg	1	1	0.631593	1	1	40.2757	68.74	-1	1	0	28	105	1	0	0	1
77	tree12.jpg	1	1	0.767964	1	1	57.522	88.4	-1	1	0	27	105	1	0	0	1
80	tree11.jpg	1	1	0.54498	1	1	43.0854	69.38	-1	1	0	28	105	1	0	0	1
81	tree9.jpg	6	1	0.707437	6	1	26.5458	52.82	-1	1	0	27	105	0	1	1	0
82	tree26.jpg	6	1	0.598017	6	1	39.7285	62.9	-1	1	0	26	105	0	1	1	0
83	tree12.jpg	1	1	0.726975	1	1	45.3366	73.66	-1	1	0	28	105	1	0	0	1
85	tree26.jpg	6	1	0.669438	6	1	55.6743	83.26	-1	1	0	27	105	0	1	1	0
88	tree9.jpg	6	1	0.572759	6	1	18.9522	53.75	-1	1	0	28	105	0	1	1	0
89	tree11.jpg	1	1	0.688349	1	1	1	34.01	-1	1	0	29	105	1	0	0	1
90	tree26.jpg	6	1	0.675006	6	1	46.0591	72.48	-1	1	0	28	105	0	1	1	0
92	tree39.jpg	6	0	0.770045	1	2	47.1334	36.88	-1	-1	0	26	105	1	0	1	0
93	tree39.jpg	6	1	0.404405	6	1	65.4487	94.06	-1	1	0	27	105	0	1	1	0
95	tree12.jpg	1	1	0.54819	1	1	39.9098	69.64	-1	1	0	29	105	1	0	0	1
96	tree12.jpg	1	1	0.600748	1	1	22.9459	51.96	-1	1	0	30	105	1	0	0	1
97	tree39.jpg	6	1	0.811719	6	1	61.1958	89.9	-1	1	0	28	105	0	1	1	0
98	tree12.jpg	1	1	0.806419	1	1	36.456	63.7	-1	1	0	31	105	1	0	0	1
100	tree9.jpg	6	1	0.724092	6	1	48.0659	74.42	-1	1	0	29	105	0	1	1	0
101	tree27.jpg	1	1	0.750192	1	1	36.2031	66.75	-1	1	0	29	105	1	0	0	1
102	tree9.jpg	6	1	0.59552	6	1	60.6834	91.27	-1	1	0	30	105	0	1	1	0
103	tree39.jpg	6	1	0.758601	6	1	34.0514	50.69	-1	1	0	29	105	0	1	1	0
106	tree26.jpg	6	1	0.639463	6	1	57.7581	83.88	-1	1	0	29	105	0	1	1	0
109	tree9.jpg	6	1	0.626181	6	1	58.9687	82.85	-1	1	0	31	105	0	1	1	0
110	tree26.jpg	6	1	0.533768	6	1	48.8245	76.87	-1	1	0	30	105	0	1	1	0
111	tree39.jpg	6	1	0.805176	6	1	70.1638	98.81	-1	1	0	30	105	0	1	1	0
112	tree9.jpg	6	1	0.613163	6	1	51.448	76.16	-1	1	0	32	105	0	1	1	0
113	tree27.jpg	1	1	0.71748	1	1	50.7082	79.27	-1	1	0	30	105	1	0	0	1
115	tree26.jpg	6	1	0.634717	6	1	60.5319	85.84	-1	1	0	31	105	0	1	1	0
116	tree12.jpg	1	1	0.780893	1	1	18.3887	37.97	-1	1	0	32	105	1	0	0	1
119	tree27.jpg	1	1	0.654599	1	1	44.3499	81.41	-1	1	0	31	105	1	0	0	1
121	tree12.jpg	1	1	0.761203	1	1	31.663	52.22	-1	1	0	33	105	1	0	0	1
122	tree39.jpg	6	1	0.705125	6	1	71.0077	94.43	-1	1	0	31	105	0	1	1	0
123	tree11.jpg	1	1	0.782228	1	1	52.1325	82.25	-1	1	0	30	105	1	0	0	1
124	tree11.jpg	1	1	0.56011	1	1	12.6189	39.81	-1	1	0	31	105	1	0	0	1
125	tree39.jpg	6	1	0.751322	6	1	6.3148	33.13	-1	1	0	32	105	0	1	1	0
