blockindex	stim	cresp	acc	rt	resp	category	width	angle	ignore	gl	ignore2	stimindex	sub	resp1	resp6	cresp6	cresp1
55	tree19.jpg	1	1	0.836957	1	1	51.826	84.62	-1	1	0	24	114	1	0	0	1
56	tree6.jpg	6	0	0.903953	1	2	51.8177	44.64	-1	-1	0	22	114	1	0	1	0
57	tree6.jpg	6	1	0.792666	6	1	46.0591	72.48	-1	1	0	23	114	0	1	1	0
59	tree5.jpg	1	1	0.846512	1	1	64.036	89.29	-1	1	0	25	114	1	0	0	1
61	tree29.jpg	1	0	1.164723	6	2	45.0306	29.93	-1	-1	0	24	114	0	1	0	1
62	tree6.jpg	6	0	0.667205	1	2	45.1312	37.45	-1	-1	0	24	114	1	0	1	0
63	tree29.jpg	1	1	0.919852	1	1	70.1638	98.81	-1	1	0	25	114	1	0	0	1
64	tree25.jpg	6	1	0.64199	6	1	49.2636	72.74	-1	1	0	24	114	0	1	1	0
65	tree5.jpg	1	1	0.864759	1	1	19.3972	51.9	-1	1	0	26	114	1	0	0	1
66	tree25.jpg	6	0	1.205399	1	2	72.6268	58.68	-1	-1	0	25	114	1	0	1	0
67	tree25.jpg	6	1	1.047857	6	1	58.7238	82.65	-1	1	0	26	114	0	1	1	0
68	tree25.jpg	6	1	0.685691	6	1	54.0608	80.95	-1	1	0	27	114	0	1	1	0
70	tree6.jpg	6	0	0.858418	1	2	43.9139	39.63	-1	-1	0	25	114	1	0	1	0
71	tree6.jpg	6	1	0.466441	6	1	46.9464	69.52	-1	1	0	26	114	0	1	1	0
72	tree21.jpg	6	0	0.830496	1	2	65.1874	59.03	-1	-1	0	27	114	1	0	1	0
74	tree19.jpg	1	1	0.914938	1	1	71.0077	94.43	-1	1	0	25	114	1	0	0	1
75	tree25.jpg	6	1	1.389804	6	1	64.2469	95.05	-1	1	0	28	114	0	1	1	0
77	tree6.jpg	6	0	0.872136	1	2	31.4618	28.73	-1	-1	0	27	114	1	0	1	0
80	tree21.jpg	6	1	0.855145	6	1	41.2181	61.42	-1	1	0	28	114	0	1	1	0
81	tree5.jpg	1	1	0.817855	1	1	26.3877	59.29	-1	1	0	27	114	1	0	0	1
82	tree19.jpg	1	1	1.035035	1	1	58.6281	82.54	-1	1	0	26	114	1	0	0	1
83	tree6.jpg	6	0	0.903539	1	2	63.4066	53.56	-1	-1	0	28	114	1	0	1	0
85	tree19.jpg	1	1	0.88544	1	1	50.3483	75.63	-1	1	0	27	114	1	0	0	1
88	tree5.jpg	1	1	0.90867	1	1	52.7219	77.17	-1	1	0	28	114	1	0	0	1
89	tree21.jpg	6	1	0.807132	6	1	61.29	85.47	-1	1	0	29	114	0	1	1	0
90	tree19.jpg	1	1	0.551174	1	1	35.8341	63.86	-1	1	0	28	114	1	0	0	1
92	tree29.jpg	1	1	0.927534	1	1	50.5198	74.7	-1	1	0	26	114	1	0	0	1
93	tree29.jpg	1	1	0.808433	1	1	51.2882	77.02	-1	1	0	27	114	1	0	0	1
95	tree6.jpg	6	0	0.936845	1	2	38.2322	31.21	-1	-1	0	29	114	1	0	1	0
96	tree6.jpg	6	1	0.6578	6	1	28.0956	59.2	-1	1	0	30	114	0	1	1	0
97	tree29.jpg	1	1	1.214261	1	1	31.8789	56.87	-1	1	0	28	114	1	0	0	1
98	tree6.jpg	6	0	0.979525	1	2	67.8653	60.93	-1	-1	0	31	114	1	0	1	0
100	tree5.jpg	1	1	1.065687	1	1	45.9811	82.59	-1	1	0	29	114	1	0	0	1
101	tree25.jpg	6	1	0.89716	6	1	34.1932	65.29	-1	1	0	29	114	0	1	1	0
102	tree5.jpg	1	1	0.933675	1	1	30.148	57	-1	1	0	30	114	1	0	0	1
103	tree29.jpg	1	1	0.736705	1	1	55.4575	88.62	-1	1	0	29	114	1	0	0	1
106	tree19.jpg	1	1	0.874321	1	1	38.6006	69.58	-1	1	0	29	114	1	0	0	1
109	tree5.jpg	1	1	0.937052	1	1	14.4394	51.86	-1	1	0	31	114	1	0	0	1
110	tree19.jpg	1	1	0.752207	1	1	52.6487	81.17	-1	1	0	30	114	1	0	0	1
111	tree29.jpg	1	1	0.852947	1	1	63.6909	86.5	-1	1	0	30	114	1	0	0	1
112	tree5.jpg	1	1	1.077614	1	1	77.7847	100.34	-1	1	0	32	114	1	0	0	1
113	tree25.jpg	6	1	0.826563	6	1	38.1276	71.83	-1	1	0	30	114	0	1	1	0
115	tree19.jpg	1	1	0.778807	1	1	35.996	58.61	-1	1	0	31	114	1	0	0	1
116	tree6.jpg	6	0	0.573303	1	2	40.5037	24.71	-1	-1	0	32	114	1	0	1	0
119	tree25.jpg	6	1	0.804671	6	1	34.8669	64.96	-1	1	0	31	114	0	1	1	0
121	tree6.jpg	6	0	0.74507	1	2	35.8647	33.68	-1	-1	0	33	114	1	0	1	0
122	tree29.jpg	1	1	0.803275	1	1	46.0243	76.76	-1	1	0	31	114	1	0	0	1
123	tree21.jpg	6	1	1.09985	6	1	43.0854	69.38	-1	1	0	30	114	0	1	1	0
124	tree21.jpg	6	1	1.055466	6	1	37.998	59.31	-1	1	0	31	114	0	1	1	0
125	tree29.jpg	1	1	0.93578	1	1	19.9132	45.69	-1	1	0	32	114	1	0	0	1
126	tree5.jpg	1	1	0.736992	1	1	43.2231	68.88	-1	1	0	33	114	1	0	0	1
127	tree21.jpg	6	1	0.722715	6	1	16.8704	41.74	-1	1	0	32	114	0	1	1	0
129	tree29.jpg	1	1	0.809751	1	1	38.41	62.15	-1	1	0	33	114	1	0	0	1
130	tree19.jpg	1	1	0.702954	1	1	52.2033	84.3	-1	1	0	32	114	1	0	0	1
131	tree19.jpg	1	1	0.63441	1	1	58.6759	81.13	-1	1	0	33	114	1	0	0	1
132	tree21.jpg	6	1	0.700206	6	1	37.7828	69.64	-1	1	0	33	114	0	1	1	0
133	tree25.jpg	6	1	0.741351	6	1	33.9995	60.31	-1	1	0	32	114	0	1	1	0
134	tree25.jpg	6	1	0.661456	6	1	18.3887	37.97	-1	1	0	33	114	0	1	1	0
135	tree29.jpg	1	1	0.925183	1	1	50.6175	76.52	-1	1	0	34	114	1	0	0	1
1	tree12.jpg	6	0	0	5	0	0	0	0	0	0	1	115	0	0	1	0
2	tree12.jpg	6	0	0	5	0	0	0	0	0	0	2	115	0	0	1	0
3	tree23.jpg	1	0	1.879849	6	2	41.2765	32.74	-1	-1	0	1	115	0	1	0	1
4	tree23.jpg	1	0	0.467687	6	2	56.558	43.45	-1	-1	0	2	115	0	1	0	1
5	tree21.jpg	1	1	0.652371	1	1	39.1275	64.4	-1	1	0	1	115	1	0	0	1
7	tree23.jpg	1	0	0.765623	6	2	49.5207	32.2	-1	-1	0	3	115	0	1	0	1
8	tree3.jpg	6	1	1.015219	6	1	79.0734	106.46	-1	1	0	1	115	0	1	1	0
9	tree23.jpg	1	1	0.748181	1	1	10.655	35.92	-1	1	0	4	115	1	0	0	1
10	tree12.jpg	6	1	0.752186	6	1	33.9995	60.31	-1	1	0	3	115	0	1	1	0
15	tree38.jpg	1	0	0.816659	6	2	81.5384	67.84	-1	-1	0	1	115	0	1	0	1
16	tree23.jpg	1	0	0.716469	6	2	44.6629	41.17	-1	-1	0	5	115	0	1	0	1
17	tree38.jpg	1	1	0.723331	1	1	11.713	41.01	-1	1	0	2	115	1	0	0	1
18	tree12.jpg	6	1	0.817938	6	1	26.5458	52.82	-1	1	0	4	115	0	1	1	0
19	tree38.jpg	1	1	0.66691	1	1	38.4109	71.32	-1	1	0	3	115	1	0	0	1
20	tree38.jpg	1	0	0.679122	6	2	97.5549	88.97	-1	-1	0	4	115	0	1	0	1
21	tree18.jpg	6	0	0.790426	1	2	52.6458	49.36	-1	-1	0	1	115	1	0	1	0
22	tree21.jpg	1	0	0.88829	6	2	67.8682	65.78	-1	-1	0	2	115	0	1	0	1
23	tree21.jpg	1	1	0.947963	1	1	33.6888	63.56	-1	1	0	3	115	1	0	0	1
26	tree3.jpg	6	0	0.826322	1	2	58.3946	49.06	-1	-1	0	2	115	1	0	1	0
27	tree3.jpg	6	1	0.814855	6	1	20.8836	56.16	-1	1	0	3	115	0	1	1	0
28	tree18.jpg	6	1	0.825019	6	1	30.3067	60.56	-1	1	0	2	115	0	1	1	0
29	tree18.jpg	6	1	0.653004	6	1	29.8835	49.38	-1	1	0	3	115	0	1	1	0
30	tree12.jpg	6	0	1.108391	1	2	91.3254	84.4	-1	-1	0	5	115	1	0	1	0
31	tree18.jpg	6	1	1.001719	6	1	47.1198	70.93	-1	1	0	4	115	0	1	1	0
32	tree3.jpg	6	0	0.688667	1	2	43.3594	36.82	-1	-1	0	4	115	1	0	1	0
33	tree23.jpg	1	1	1.036147	1	1	37.0033	56.68	-1	1	0	6	115	1	0	0	1
34	tree3.jpg	6	1	0.647012	6	1	41.2181	61.42	-1	1	0	5	115	0	1	1	0
35	tree3.jpg	6	1	0.573329	6	1	50.5153	77.75	-1	1	0	6	115	0	1	1	0
36	tree21.jpg	1	0	1.047421	6	2	69.0546	59.27	-1	-1	0	4	115	0	1	0	1
38	tree38.jpg	1	0	0.79966	6	2	66.1223	57.95	-1	-1	0	5	115	0	1	0	1
39	tree18.jpg	6	1	1.286522	6	1	14.539	35.97	-1	1	0	5	115	0	1	1	0
40	tree12.jpg	6	0	0.845969	1	2	86.6422	71.88	-1	-1	0	6	115	1	0	1	0
41	tree3.jpg	6	1	0.842488	6	1	63.6909	86.5	-1	1	0	7	115	0	1	1	0
42	tree3.jpg	6	1	0.714772	6	1	55.5358	80.44	-1	1	0	8	115	0	1	1	0
44	tree23.jpg	1	0	0.884022	6	2	42.5884	30.61	-1	-1	0	7	115	0	1	0	1
45	tree18.jpg	6	1	0.829119	6	1	30.8635	52.69	-1	1	0	6	115	0	1	1	0
48	tree21.jpg	1	1	0.634897	1	1	62.3115	92.39	-1	1	0	5	115	1	0	0	1
49	tree38.jpg	1	0	0.704499	6	2	72.8874	60.51	-1	-1	0	6	115	0	1	0	1
50	tree21.jpg	1	0	0.719766	6	2	58.0204	52.8	-1	-1	0	6	115	0	1	0	1
51	tree21.jpg	1	1	0.947478	1	1	68.3753	94.64	-1	1	0	7	115	1	0	0	1
52	tree38.jpg	1	1	0.7233	1	1	45.5946	65.42	-1	1	0	7	115	1	0	0	1
53	tree12.jpg	6	0	0.923402	1	2	65.2611	47.62	-1	-1	0	7	115	1	0	1	0
56	tree38.jpg	1	0	0.830505	6	2	66.3039	48.89	-1	-1	0	8	115	0	1	0	1
57	tree38.jpg	1	1	0.459825	1	1	1	34.01	-1	1	0	9	115	1	0	0	1
58	tree3.jpg	6	0	0.715127	1	2	46.7257	34.47	-1	-1	0	9	115	1	0	1	0
59	tree3.jpg	6	0	0.875359	1	2	41.1075	34.32	-1	-1	0	10	115	1	0	1	0
60	tree21.jpg	1	0	0.931695	6	2	75.8809	65.11	-1	-1	0	8	115	0	1	0	1
61	tree3.jpg	6	1	0.646516	6	1	58.9687	82.85	-1	1	0	11	115	0	1	1	0
65	tree21.jpg	1	1	0.885102	1	1	21.4584	47.84	-1	1	0	9	115	1	0	0	1
66	tree21.jpg	1	1	0.532905	1	1	39.4099	65.95	-1	1	0	10	115	1	0	0	1
67	tree38.jpg	1	0	0.732589	6	2	80.2631	79.98	-1	-1	0	10	115	0	1	0	1
72	tree23.jpg	1	1	0.877849	1	1	76.7801	96.95	-1	1	0	8	115	1	0	0	1
73	tree21.jpg	1	1	0.861411	1	1	38.1276	71.83	-1	1	0	11	115	1	0	0	1
74	tree23.jpg	1	0	0.844556	6	2	41.5394	39.72	-1	-1	0	9	115	0	1	0	1
75	tree38.jpg	1	1	0.983606	1	1	49.1325	80	-1	1	0	11	115	1	0	0	1
76	tree21.jpg	1	1	0.88687	1	1	20.3108	50.27	-1	1	0	12	115	1	0	0	1
77	tree23.jpg	1	1	0.896503	1	1	38.0277	62.61	-1	1	0	10	115	1	0	0	1
82	tree18.jpg	6	0	0.923637	1	2	68.2976	54.22	-1	-1	0	7	115	1	0	1	0
83	tree18.jpg	6	1	0.534554	6	1	75.1964	100.43	-1	1	0	8	115	0	1	1	0
84	tree23.jpg	1	1	0.841935	1	1	20.816	57.63	-1	1	0	11	115	1	0	0	1
85	tree3.jpg	6	1	1.040779	6	1	37.998	59.31	-1	1	0	12	115	0	1	1	0
86	tree38.jpg	1	1	0.949156	1	1	40.4538	64.66	-1	1	0	12	115	1	0	0	1
87	tree38.jpg	1	1	0.658539	1	1	22.9459	51.96	-1	1	0	13	115	1	0	0	1
88	tree12.jpg	6	1	0.885186	6	1	55.7939	74.31	-1	1	0	8	115	0	1	1	0
90	tree18.jpg	6	0	1.143336	1	2	44.541	38.66	-1	-1	0	9	115	1	0	1	0
91	tree18.jpg	6	0	0.731015	1	2	33.6972	23.27	-1	-1	0	10	115	1	0	1	0
92	tree12.jpg	6	1	0.797772	6	1	59.1655	89.65	-1	1	0	9	115	0	1	1	0
93	tree12.jpg	6	1	0.58476	6	1	33.2891	55.22	-1	1	0	10	115	0	1	1	0
95	tree21.jpg	1	0	0.844977	6	2	72.6268	58.68	-1	-1	0	13	115	0	1	0	1
96	tree12.jpg	6	1	0.857389	6	1	33.0092	55.35	-1	1	0	11	115	0	1	1	0
97	tree38.jpg	1	0	0.938094	6	2	62.0136	57.61	-1	-1	0	14	115	0	1	0	1
98	tree18.jpg	6	1	0.930087	6	1	37.5967	67.02	-1	1	0	11	115	0	1	1	0
99	tree18.jpg	6	1	0.636642	6	1	29.6956	52.04	-1	1	0	12	115	0	1	1	0
101	tree23.jpg	1	1	0.808128	1	1	45.4312	68.75	-1	1	0	12	115	1	0	0	1
102	tree21.jpg	1	0	0.857651	6	2	61.3372	57.48	-1	-1	0	14	115	0	1	0	1
106	tree12.jpg	6	1	0.750205	6	1	42.3536	68.72	-1	1	0	12	115	0	1	1	0
107	tree3.jpg	6	1	1.129329	6	1	45.0605	70.26	-1	1	0	13	115	0	1	1	0
108	tree3.jpg	6	1	0.707854	6	1	38.6006	69.58	-1	1	0	14	115	0	1	1	0
110	tree38.jpg	1	0	0.839615	6	2	31.9414	26.35	-1	-1	0	15	115	0	1	0	1
112	tree23.jpg	1	1	0.921864	1	1	52.615	84.05	-1	1	0	13	115	1	0	0	1
113	tree23.jpg	1	1	0.604997	1	1	47.9293	82.78	-1	1	0	14	115	1	0	0	1
114	tree23.jpg	1	1	0.691451	1	1	57.8605	82.75	-1	1	0	15	115	1	0	0	1
115	tree18.jpg	6	0	1.112222	1	2	76.3418	70.16	-1	-1	0	13	115	1	0	1	0
116	tree18.jpg	6	1	0.582222	6	1	22.4794	46.49	-1	1	0	14	115	0	1	1	0
117	tree3.jpg	6	1	1.033014	6	1	40.1362	63.88	-1	1	0	15	115	0	1	1	0
119	tree12.jpg	6	1	0.840997	6	1	50.6175	76.52	-1	1	0	13	115	0	1	1	0
123	tree23.jpg	1	1	0.919503	1	1	31.5752	60.07	-1	1	0	16	115	1	0	0	1
124	tree23.jpg	1	1	0.782009	1	1	17.9746	54.77	-1	1	0	17	115	1	0	0	1
127	tree3.jpg	6	1	0.759744	6	1	25.2976	55.43	-1	1	0	16	115	0	1	1	0
128	tree12.jpg	6	1	0.819821	6	1	38.6062	68.14	-1	1	0	14	115	0	1	1	0
129	tree21.jpg	1	0	0.853469	6	2	74.2628	65.64	-1	-1	0	15	115	0	1	0	1
130	tree21.jpg	1	1	0.581832	1	1	34.0411	58.67	-1	1	0	16	115	1	0	0	1
131	tree3.jpg	6	1	0.905056	6	1	42.6237	74.45	-1	1	0	17	115	0	1	1	0
132	tree23.jpg	1	1	0.764905	1	1	38.025	70.28	-1	1	0	18	115	1	0	0	1
133	tree23.jpg	1	1	0.669452	1	1	33.135	60.43	-1	1	0	19	115	1	0	0	1
134	tree12.jpg	6	1	0.705517	6	1	16.5371	46.46	-1	1	0	15	115	0	1	1	0
135	tree12.jpg	6	1	0.502652	6	1	80.4022	104.94	-1	1	0	16	115	0	1	1	0
1	tree12.jpg	6	1	0.96456	6	1	51.2882	77.02	-1	1	0	17	115	0	1	1	0
2	tree38.jpg	1	0	0.811916	6	2	57.1209	48.85	-1	-1	0	16	115	0	1	0	1
3	tree23.jpg	1	1	0.877178	1	1	31.4422	62.06	-1	1	0	20	115	1	0	0	1
5	tree21.jpg	1	0	0.707839	6	2	46.2769	37.9	-1	-1	0	17	115	0	1	0	1
7	tree18.jpg	6	0	1.26912	1	2	46.5996	34.63	-1	-1	0	15	115	1	0	1	0
8	tree18.jpg	6	0	0.854756	1	2	57.9759	44.61	-1	-1	0	16	115	1	0	1	0
9	tree38.jpg	1	0	0.970897	6	2	65.6923	54.62	-1	-1	0	17	115	0	1	0	1
10	tree38.jpg	1	1	0.881408	1	1	36.5917	63.49	-1	1	0	18	115	1	0	0	1
11	tree23.jpg	1	1	0.900505	1	1	35.4022	67.14	-1	1	0	21	115	1	0	0	1
12	tree3.jpg	6	1	0.886129	6	1	50.0105	81.63	-1	1	0	18	115	0	1	1	0
13	tree12.jpg	6	1	0.780411	6	1	43.3436	68.31	-1	1	0	18	115	0	1	1	0
14	tree12.jpg	6	1	0.883676	6	1	27.9441	59.05	-1	1	0	19	115	0	1	1	0
15	tree12.jpg	6	1	0.852108	6	1	24.1494	53.87	-1	1	0	20	115	0	1	1	0
16	tree21.jpg	1	0	1.070146	6	2	41.8753	28.71	-1	-1	0	18	115	0	1	0	1
17	tree12.jpg	6	1	0.884012	6	1	43.0854	69.38	-1	1	0	21	115	0	1	1	0
18	tree12.jpg	6	1	0.819742	6	1	35.3312	68.44	-1	1	0	22	115	0	1	1	0
20	tree3.jpg	6	1	1.03367	6	1	15.613	37.98	-1	1	0	19	115	0	1	1	0
23	tree21.jpg	1	1	1.250195	1	1	10.7928	44.2	-1	1	0	19	115	1	0	0	1
24	tree38.jpg	1	0	0.761377	6	2	28.6085	18.61	-1	-1	0	19	115	0	1	0	1
25	tree21.jpg	1	0	0.88061	6	2	71.528	61.9	-1	-1	0	20	115	0	1	0	1
27	tree18.jpg	6	0	1.013116	1	2	39.0609	36.92	-1	-1	0	17	115	1	0	1	0
28	tree23.jpg	1	1	0.922175	1	1	42.6688	61.2	-1	1	0	22	115	1	0	0	1
29	tree18.jpg	6	0	0.937263	1	2	64.6412	59.42	-1	-1	0	18	115	1	0	1	0
30	tree18.jpg	6	1	0.561029	6	1	49.3943	77.3	-1	1	0	19	115	0	1	1	0
31	tree21.jpg	1	0	0.84343	6	2	32.3874	28.46	-1	-1	0	21	115	0	1	0	1
32	tree23.jpg	1	1	0.8566	1	1	13.0678	41.07	-1	1	0	23	115	1	0	0	1
34	tree21.jpg	1	0	0.83793	6	2	75.8848	65.97	-1	-1	0	22	115	0	1	0	1
35	tree21.jpg	1	1	0.749971	1	1	38.2574	71.19	-1	1	0	23	115	1	0	0	1
36	tree21.jpg	1	1	0.841444	1	1	66.8742	102.03	-1	1	0	24	115	1	0	0	1
37	tree12.jpg	6	1	0.759767	6	1	40.2992	73.19	-1	1	0	23	115	0	1	1	0
38	tree12.jpg	6	1	0.801679	6	1	14.2627	34.97	-1	1	0	24	115	0	1	1	0
39	tree18.jpg	6	0	0.865352	1	2	51.9897	39.07	-1	-1	0	20	115	1	0	1	0
40	tree21.jpg	1	0	0.981592	6	2	62.6809	48.43	-1	-1	0	25	115	0	1	0	1
41	tree18.jpg	6	0	0.831802	1	2	20.9764	16.64	-1	-1	0	21	115	1	0	1	0
43	tree38.jpg	1	0	1.149866	6	2	66.9141	54.24	-1	-1	0	20	115	0	1	0	1
44	tree38.jpg	1	1	0.830744	1	1	18.3887	37.97	-1	1	0	21	115	1	0	0	1
45	tree18.jpg	6	0	0.989062	1	2	65.4789	54.09	-1	-1	0	22	115	1	0	1	0
49	tree3.jpg	6	1	0.949237	6	1	64.5378	94.6	-1	1	0	20	115	0	1	1	0
50	tree3.jpg	6	1	0.799426	6	1	39.0081	73.16	-1	1	0	21	115	0	1	1	0
51	tree3.jpg	6	1	0.711452	6	1	47.3853	84.23	-1	1	0	22	115	0	1	1	0
52	tree18.jpg	6	0	0.80711	1	2	56.0727	45.7	-1	-1	0	23	115	1	0	1	0
53	tree3.jpg	6	1	0.960455	6	1	25.6705	53.38	-1	1	0	23	115	0	1	1	0
54	tree21.jpg	1	0	0.751052	6	2	17.4043	10	-1	-1	0	26	115	0	1	0	1
55	tree18.jpg	6	0	1.100844	1	2	58.3022	54.23	-1	-1	0	24	115	1	0	1	0
56	tree38.jpg	1	0	0.929118	6	2	73.7822	64.54	-1	-1	0	22	115	0	1	0	1
57	tree38.jpg	1	0	1.025404	6	2	72.243	58.58	-1	-1	0	23	115	0	1	0	1
59	tree12.jpg	6	1	0.856785	6	1	45.9811	82.59	-1	1	0	25	115	0	1	1	0
61	tree3.jpg	6	1	0.804113	6	1	46.3543	77.33	-1	1	0	24	115	0	1	1	0
62	tree38.jpg	1	0	0.678262	6	2	73.4448	61.88	-1	-1	0	24	115	0	1	0	1
63	tree3.jpg	6	0	0.873216	1	2	30.5997	21.33	-1	-1	0	25	115	1	0	1	0
64	tree23.jpg	1	1	0.89921	1	1	32.3937	60.59	-1	1	0	24	115	1	0	0	1
65	tree12.jpg	6	0	0.806948	1	2	39.3732	36.15	-1	-1	0	26	115	1	0	1	0
66	tree23.jpg	1	1	0.737535	1	1	61.1958	89.9	-1	1	0	25	115	1	0	0	1
67	tree23.jpg	1	1	0.69079	1	1	40.6017	64.45	-1	1	0	26	115	1	0	0	1
68	tree23.jpg	1	1	0.850609	1	1	28.0956	59.2	-1	1	0	27	115	1	0	0	1
70	tree38.jpg	1	1	0.711179	1	1	48.3867	81.05	-1	1	0	25	115	1	0	0	1
71	tree38.jpg	1	1	0.637687	1	1	44.3499	81.41	-1	1	0	26	115	1	0	0	1
72	tree21.jpg	1	0	0.967499	6	2	55.892	48.53	-1	-1	0	27	115	0	1	0	1
74	tree18.jpg	6	1	1.026391	6	1	33.3184	64.14	-1	1	0	25	115	0	1	1	0
75	tree23.jpg	1	1	0.782803	1	1	35.1705	62.99	-1	1	0	28	115	1	0	0	1
77	tree38.jpg	1	1	0.898106	1	1	37.0545	63.87	-1	1	0	27	115	1	0	0	1
80	tree21.jpg	1	0	1.030772	6	2	38.6345	22.01	-1	-1	0	28	115	0	1	0	1
81	tree12.jpg	6	1	0.783546	6	1	24.2069	51.29	-1	1	0	27	115	0	1	1	0
82	tree18.jpg	6	1	0.948031	6	1	66.4338	93.63	-1	1	0	26	115	0	1	1	0
83	tree38.jpg	1	0	0.706357	6	2	64.7096	59.35	-1	-1	0	28	115	0	1	0	1
85	tree18.jpg	6	1	0.985902	6	1	39.9098	69.64	-1	1	0	27	115	0	1	1	0
88	tree12.jpg	6	1	0.843813	6	1	34.1932	65.29	-1	1	0	28	115	0	1	1	0
89	tree21.jpg	1	0	1.155186	6	2	51.0694	44.78	-1	-1	0	29	115	0	1	0	1
90	tree18.jpg	6	1	1.121622	6	1	70.9327	95.72	-1	1	0	28	115	0	1	1	0
92	tree3.jpg	6	1	0.928042	6	1	61.29	85.47	-1	1	0	26	115	0	1	1	0
93	tree3.jpg	6	1	0.706391	6	1	71.0077	94.43	-1	1	0	27	115	0	1	1	0
95	tree38.jpg	1	0	0.932412	6	2	63.4243	57.08	-1	-1	0	29	115	0	1	0	1
96	tree38.jpg	1	1	0.640973	1	1	47.2844	74.84	-1	1	0	30	115	1	0	0	1
97	tree3.jpg	6	1	0.891191	6	1	25.2171	50.84	-1	1	0	28	115	0	1	1	0
98	tree38.jpg	1	0	0.672747	6	2	66.5339	63.51	-1	-1	0	31	115	0	1	0	1
100	tree12.jpg	6	1	0.782812	6	1	61.4385	89.96	-1	1	0	29	115	0	1	1	0
101	tree23.jpg	1	1	0.788887	1	1	40.9094	67.25	-1	1	0	29	115	1	0	0	1
102	tree12.jpg	6	1	0.689339	6	1	51.0367	77.75	-1	1	0	30	115	0	1	1	0
103	tree3.jpg	6	1	0.938907	6	1	40.0659	68.2	-1	1	0	29	115	0	1	1	0
106	tree18.jpg	6	1	1.136099	6	1	48.8245	76.87	-1	1	0	29	115	0	1	1	0
109	tree12.jpg	6	1	0.745741	6	1	40.2853	69.24	-1	1	0	31	115	0	1	1	0
110	tree18.jpg	6	1	0.805919	6	1	18.4037	44.05	-1	1	0	30	115	0	1	1	0
111	tree3.jpg	6	1	0.765494	6	1	31.4482	59.41	-1	1	0	30	115	0	1	1	0
112	tree12.jpg	6	1	0.736429	6	1	55.4622	83.87	-1	1	0	32	115	0	1	1	0
113	tree23.jpg	1	1	1.001874	1	1	6.6437	30.57	-1	1	0	30	115	1	0	0	1
115	tree18.jpg	6	1	0.848829	6	1	36.2031	66.75	-1	1	0	31	115	0	1	1	0
116	tree38.jpg	1	1	0.957449	1	1	52.0498	81.55	-1	1	0	32	115	1	0	0	1
119	tree23.jpg	1	1	0.847375	1	1	35.035	59.41	-1	1	0	31	115	1	0	0	1
121	tree38.jpg	1	1	0.927709	1	1	6.3148	33.13	-1	1	0	33	115	1	0	0	1
122	tree3.jpg	6	1	0.97474	6	1	50.7082	79.27	-1	1	0	31	115	0	1	1	0
123	tree21.jpg	1	0	0.98511	6	2	60.9924	61.14	-1	-1	0	30	115	0	1	0	1
124	tree21.jpg	1	1	0.836479	1	1	5.2858	38.36	-1	1	0	31	115	1	0	0	1
125	tree3.jpg	6	1	0.820204	6	1	38.0152	71.67	-1	1	0	32	115	0	1	1	0
126	tree12.jpg	6	1	0.78924	6	1	26.0576	59.13	-1	1	0	33	115	0	1	1	0
127	tree21.jpg	1	1	1.131471	1	1	25.7836	49.41	-1	1	0	32	115	1	0	0	1
129	tree3.jpg	6	1	0.795359	6	1	24.1506	51.25	-1	1	0	33	115	0	1	1	0
130	tree18.jpg	6	1	1.004838	6	1	68.3436	100.41	-1	1	0	32	115	0	1	1	0
131	tree18.jpg	6	1	0.759785	6	1	32.1429	65.8	-1	1	0	33	115	0	1	1	0
132	tree21.jpg	1	0	1.041199	6	2	45.0306	29.93	-1	-1	0	33	115	0	1	0	1
133	tree23.jpg	1	1	0.803075	1	1	50.0121	71.21	-1	1	0	32	115	1	0	0	1
134	tree23.jpg	1	1	0.968113	1	1	54.0608	80.95	-1	1	0	33	115	1	0	0	1
135	tree3.jpg	6	1	0.808598	6	1	46.8833	73.09	-1	1	0	34	115	0	1	1	0
1	tree14.jpg	6	0	0	5	0	0	0	0	0	0	1	116	0	0	1	0
2	tree14.jpg	6	0	0.614071	1	1	35.996	58.61	-1	-1	0	2	116	1	0	1	0
3	tree8.jpg	1	0	1.553618	6	1	14.4394	51.86	-1	-1	0	1	116	0	1	0	1
4	tree8.jpg	1	1	0.972677	1	2	87.1318	73.58	-1	1	0	2	116	1	0	0	1
5	tree24.jpg	1	1	0.952074	1	2	63.0976	48.94	-1	1	0	1	116	1	0	0	1
7	tree8.jpg	1	1	1.689057	1	2	56.1004	38.39	-1	1	0	3	116	1	0	0	1
8	tree3.jpg	6	1	1.597562	6	2	98.4084	83.65	-1	1	0	1	116	0	1	1	0
9	tree8.jpg	1	1	0.311919	1	2	64.7116	54.17	-1	1	0	4	116	1	0	0	1
10	tree14.jpg	6	1	1.094298	6	2	76.3418	70.16	-1	1	0	3	116	0	1	1	0
15	tree13.jpg	1	0	1.482247	6	1	49.1325	80	-1	-1	0	1	116	0	1	0	1
16	tree8.jpg	1	1	1.554231	1	2	46.7257	34.47	-1	1	0	5	116	1	0	0	1
17	tree13.jpg	1	0	0	5	0	0	0	0	0	0	2	116	0	0	0	1
18	tree14.jpg	6	1	0.420892	6	2	47.2738	37.93	-1	1	0	4	116	0	1	1	0
19	tree13.jpg	1	1	1.132448	1	2	80.2631	79.98	-1	1	0	3	116	1	0	0	1
20	tree13.jpg	1	0	1.003656	6	1	18.9522	53.75	-1	-1	0	4	116	0	1	0	1
